Date,-1,1,-1,1,-1,1,-1,1,avgPrice_chang,lag1,,stock_price_movement
2/01/2018,0.338709677,0.661290323,0.304511278,0.695488722,-0.420620143,1,0.358273381,0.641726619,-0.0146,-0.786222394,0.8,-1
3/01/2018,0.327868852,0.672131148,0.050209205,0.949790795,-0.982777992,1,0.101557992,0.898442008,-0.0042,-0.25365749,0.8,1
4/01/2018,0.202797203,0.797202797,0.151234568,0.848765432,-0.317071862,1,0.22406639,0.77593361,0.0045,-0.746530398,0.8,1
5/01/2018,0.1875,0.8125,0.292332268,0.707667732,-0.933162998,1,0.258302583,0.741697417,0.0076,-0.168342263,0.8,-1
8/01/2018,0.253521127,0.746478873,0.383928571,0.616071429,-0.210427829,1,0.343862816,0.656137184,-0.0203,-0.29898108,0.8,1
9/01/2018,0.21182266,0.78817734,0.271232877,0.728767123,-0.37372635,1,0.26875,0.73125,0.0021,-0.293312301,0.8,-1
10/01/2018,0.273846154,0.726153846,0.268267223,0.731732777,-0.366640376,1,0.285557987,0.714442013,-0.0045,-0.483953573,0.8,1
11/01/2018,0.2125,0.7875,0.385356455,0.614643545,-0.604941966,1,0.289046653,0.710953347,0.0143,-0.089007116,0.8,-1
12/01/2018,0.246031746,0.753968254,0.265822785,0.734177215,-0.111258895,1,0.268115942,0.731884058,-0.0007,-0.149041425,0.8,1
16/01/2018,0.22962963,0.77037037,0.153225806,0.846774194,-0.186301781,1,0.191263282,0.808736718,0.0073,-0.356399919,0.8,1
17/01/2018,0.280898876,0.719101124,0.221606648,0.778393352,-0.445499899,1,0.237623762,0.762376238,0.0145,-0.3362653,0.8,1
18/01/2018,0.330708661,0.669291339,0.266129032,0.733870968,-0.420331625,1,0.301282051,0.698717949,0.0068,-0.14202756,0.8,-1
19/01/2018,0.236363636,0.763636364,0.375,0.625,-0.17753445,1,0.346863469,0.653136531,-0.0046,-0.192454542,0.8,-1
22/01/2018,0.352564103,0.647435897,0.383386581,0.616613419,-0.240568178,1,0.372427984,0.627572016,-0.005,-0.247192482,0.8,-1
23/01/2018,0.257206208,0.742793792,0.261836442,0.738163558,-0.308990602,1,0.270649559,0.729350441,-0.0155,-0.077213486,0.8,1
24/01/2018,0.307692308,0.692307692,0.226239067,0.773760933,-0.096516858,1,0.255368352,0.744631648,0.1011,-0.8,0.479459726,-1
25/01/2018,0.340425532,0.659574468,0.548387097,0.451612903,-1,0.599324657,0.485101311,0.514898689,0.0069,-0.179944335,0.8,-1
26/01/2018,0.231481481,0.768518519,0.233707865,0.766292135,-0.224930419,1,0.247851003,0.752148997,-0.0005,-0.612271778,0.8,-1
29/01/2018,0.196078431,0.803921569,0.253731343,0.746268657,-0.765339723,1,0.254716981,0.745283019,-0.0013,-0.020246991,0.8,1
30/01/2018,0.243243243,0.756756757,0.215568862,0.784431138,-0.025308739,1,0.216541353,0.783458647,0.0058,-0.8,0.132686298,1
31/01/2018,0.427184466,0.572815534,0.60137457,0.39862543,-1,0.165857872,0.507820647,0.492179353,0.0103,-0.751040004,0.8,1
1/02/2018,0.291666667,0.708333333,0.351885099,0.648114901,-0.938800005,1,0.363344051,0.636655949,0.0013,-0.05180357,0.8,1
2/02/2018,0.1796875,0.8203125,0.152129817,0.847870183,-0.064754463,1,0.241666667,0.758333333,0.0042,-0.331009936,0.8,-1
5/02/2018,0.263888889,0.736111111,0.28968254,0.71031746,-0.41376242,1,0.315151515,0.684848485,-0.0032,-0.415515872,0.8,1
6/02/2018,0.375,0.625,0.476767677,0.523232323,-0.51939484,1,0.435679612,0.564320388,-0.014,-0.08122207,0.8,-1
7/02/2018,0.260416667,0.739583333,0.296391753,0.703608247,-0.101527587,1,0.294117647,0.705882353,-0.0032,-0.060472842,0.8,-1
8/02/2018,0.274336283,0.725663717,0.343115124,0.656884876,-0.075591052,1,0.314527504,0.685472496,-0.0051,-0.436254137,0.8,-1
9/02/2018,0.317647059,0.682352941,0.091308165,0.908691835,-0.545317671,1,0.128581412,0.871418588,-0.0069,-0.166488624,0.8,1
12/02/2018,0.197916667,0.802083333,0.452173913,0.547826087,-0.20811078,1,0.388283379,0.611716621,-0.006,-0.72331551,0.8,1
13/02/2018,0.262711864,0.737288136,0.406557377,0.593442623,-0.904144387,1,0.40665874,0.59334126,0.0013,-0.054373678,0.8,1
14/02/2018,0.168539326,0.831460674,0.184615385,0.815384615,-0.067967098,1,0.218867925,0.781132075,0.0094,-0.10988117,0.8,1
15/02/2018,0.272058824,0.727941176,0.248979592,0.751020408,-0.137351463,1,0.248796148,0.751203852,0.0069,-0.168321718,0.8,1
16/02/2018,0.315789474,0.684210526,0.181481481,0.818518519,-0.210402147,1,0.298192771,0.701807229,-0.0027,-0.213842118,0.8,-1
20/02/2018,0.221052632,0.778947368,0.240802676,0.759197324,-0.267302648,1,0.2704,0.7296,-0.0055,-0.688634021,0.8,1
21/02/2018,0.2,0.8,0.265822785,0.734177215,-0.860792526,1,0.239808153,0.760191847,0.0032,-0.158267895,0.8,-1
22/02/2018,0.269230769,0.730769231,0.277108434,0.722891566,-0.197834869,1,0.349761526,0.650238474,0.004,-0.290603911,0.8,-1
23/02/2018,0.260869565,0.739130435,0.135135135,0.864864865,-0.363254889,1,0.206349206,0.793650794,-0.0034,-0.8,0.703789217,-1
26/02/2018,0.337662338,0.662337662,0.391891892,0.608108108,-1,0.879736521,0.316513761,0.683486239,-0.0011,-0.8,0.083156886,1
27/02/2018,0.36,0.64,0.535714286,0.464285714,-1,0.103946108,0.461538462,0.538461538,0.0043,0,0,1
28/02/2018,0.333333333,0.666666667,0.408163265,0.591836735,-0.059221366,1,0.265700483,0.734299517,-0.004406436,-0.061709679,0.8,-1
1/03/2018,0.3125,0.6875,0.094594595,0.905405405,-0.077137099,1,0.180515759,0.819484241,0.00229083,-0.023707719,0.8,-1
2/03/2018,0.13559322,0.86440678,0.142857143,0.857142857,-0.029634649,1,0.208092486,0.791907514,-0.009520623,-0.8,0.571967154,1
5/03/2018,0.219512195,0.780487805,0.207964602,0.792035398,-1,0.714958943,0.199240987,0.800759013,0.009476419,-0.124397166,0.8,-1
6/03/2018,0.104477612,0.895522388,0.25,0.75,-0.155496458,1,0.2760181,0.7239819,-0.001016919,-0.15209241,0.8,-1
7/03/2018,0.238095238,0.761904762,0.168224299,0.831775701,-0.190115512,1,0.204697987,0.795302013,0.01015283,-0.375636866,0.8,-1
8/03/2018,0.261904762,0.738095238,0.153225806,0.846774194,-0.469546083,1,0.234042553,0.765957447,-0.002118572,-0.169380024,0.8,1
9/03/2018,0.202380952,0.797619048,0.278350515,0.721649485,-0.21172503,1,0.238197425,0.761802575,0.021506708,-0.036507293,0.8,1
12/03/2018,0.16,0.84,0.170854271,0.829145729,-0.045634116,1,0.165775401,0.834224599,0.014196904,-0.206994023,0.8,1
13/03/2018,0.393162393,0.606837607,0.401376147,0.598623853,-0.258742529,1,0.406215316,0.593784684,0.014234329,-0.056348594,0.8,-1
14/03/2018,0.197183099,0.802816901,0.093023256,0.906976744,-0.070435743,1,0.158068057,0.841931943,-0.003001773,-0.095068374,0.8,1
15/03/2018,0.232142857,0.767857143,0.181208054,0.818791946,-0.118835467,1,0.232415902,0.767584098,0.000587849,-0.052275293,0.8,1
16/03/2018,0.266666667,0.733333333,0.152249135,0.847750865,-0.065344116,1,0.233590734,0.766409266,0.005374951,-0.8,0.695535561,-1
19/03/2018,0.204081633,0.795918367,0.876269621,0.123730379,-1,0.869419451,0.811666667,0.188333333,0.002758473,-0.104268414,0.8,-1
20/03/2018,0.274193548,0.725806452,0.262711864,0.737288136,-0.130335517,1,0.267108168,0.732891832,-0.00128695,-0.039969427,0.8,-1
21/03/2018,0.216666667,0.783333333,0.256809339,0.743190661,-0.049961784,1,0.30876494,0.69123506,-0.019651558,-0.516026373,0.8,1
22/03/2018,0.267062315,0.732937685,0.208688906,0.791311094,-0.645032966,1,0.225719424,0.774280576,0.007204849,-0.135542983,0.8,1
23/03/2018,0.225225225,0.774774775,0.267657993,0.732342007,-0.169428729,1,0.243288591,0.756711409,0.017787315,-0.030609394,0.8,1
26/03/2018,0.236363636,0.763636364,0.167400881,0.832599119,-0.038261743,1,0.20824295,0.79175705,0.00237468,-0.316828658,0.8,-1
27/03/2018,0.232323232,0.767676768,0.342222222,0.657777778,-0.396035822,1,0.264325323,0.735674677,-0.010801542,-0.074688359,0.8,-1
28/03/2018,0.263157895,0.736842105,0.195979899,0.804020101,-0.093360449,1,0.210638298,0.789361702,-0.002731768,-0.216427306,0.8,1
