Date,-1,1,-1,1,-1,1,-1,1,avgPrice_chang,lag1,,stock_price_movement
16/02/2018,0.35483871,0.64516129,0.431372549,0.568627451,-0.468125045,1,0.418118467,0.581881533,0.0095,-0.565966201,0.8,1
20/02/2018,0.421052632,0.578947368,0.333333333,0.666666667,-0.707457751,1,0.366666667,0.633333333,0.003,-0.221990277,0.8,-1
21/02/2018,0.294117647,0.705882353,0.340425532,0.659574468,-0.277487846,1,0.242424242,0.757575758,-0.0077,-0.048106418,0.8,-1
22/02/2018,0.117647059,0.882352941,0.007457122,0.992542878,-0.060133023,1,0.034199726,0.965800274,0.0021,-0.107417058,0.8,1
23/02/2018,0.285714286,0.714285714,0.148648649,0.851351351,-0.134271323,1,0.207792208,0.792207792,0.0057,-0.154455581,0.8,-1
26/02/2018,0.1875,0.8125,0.1875,0.8125,-0.193069476,1,0.2,0.8,-0.005,-0.172771665,0.8,-1
27/02/2018,0.25,0.75,0.055555556,0.944444444,-0.215964581,1,0.162337662,0.837662338,-0.0079,-0.222358813,0.8,-1
28/02/2018,0.253913043,0.746086957,0.265273312,0.734726688,-0.277948516,1,0.273046252,0.726953748,-0.0321,-0.202025356,0.8,-1
1/03/2018,0.333333333,0.666666667,0.302857143,0.697142857,-0.252531695,1,0.312762973,0.687237027,-0.0011,-0.12013301,0.8,1
2/03/2018,0.117647059,0.882352941,0.25,0.75,-0.150166263,1,0.266055046,0.733944954,0.0014,0,0,1
5/03/2018,0.28571429,0.71428571,0.15853659,0.84146342,-0.3686045,1,0.20858896,0.79141104,0.0157,-0.28308848,0.8,1
6/03/2018,0.38461539,0.61538462,0.37313433,0.62686567,-0.3538606,1,0.30821918,0.69178082,0.0081,-0.02684784,0.8,1
7/03/2018,0.31818182,0.68181818,0.16574586,0.83425414,-0.0335598,1,0.19860627,0.80139373,0.0066,-0.28170088,0.8,-1
8/03/2018,0.20512821,0.7948718,0.20634921,0.79365079,-0.3521261,1,0.26666667,0.73333333,-0.0032,-0.8,0.50034336,-1
9/03/2018,0.34285714,0.65714286,0.30714286,0.69285714,-1,0.6254292,0.35069444,0.64930556,-0.0066,-0.19427792,0.8,1
12/03/2018,0.51330799,0.48669202,0.37204301,0.62795699,-0.2428474,1,0.40689655,0.59310345,0.0015,-0.10551896,0.8,-1
13/03/2018,0.11111111,0.88888889,0.13924051,0.86075949,-0.1318987,1,0.23414634,0.76585366,-0.0029,-0.8,0.32644348,-1
14/03/2018,0.48484849,0.51515152,0.59405941,0.40594059,-1,0.40805435,0.56812339,0.43187661,-0.0095,-0.04704608,0.8,-1
15/03/2018,0.25806452,0.74193548,0.29357798,0.70642202,-0.0588076,1,0.31707317,0.68292683,-0.0202,-0.268758,0.8,-1
16/03/2018,0.33333333,0.66666667,0.28070175,0.71929825,-0.3359475,1,0.34042553,0.65957447,-0.0026,-0.8,0.160299096,-1
19/03/2018,0.4,0.6,0.45390071,0.54609929,-1,0.20037387,0.40178571,0.59821429,0.0042,-0.10609648,0.8,-1
20/03/2018,0.11538462,0.88461539,0.16666667,0.83333333,-0.1326206,1,0.1827957,0.8172043,-0.0008,-0.07309032,0.8,-1
21/03/2018,0.21621622,0.78378378,0.21839081,0.7816092,-0.0913629,1,0.22527473,0.77472528,-0.0011,-0.8,0.447015352,1
22/03/2018,0.56410256,0.43589744,0.41176471,0.58823529,-1,0.55876919,0.41584158,0.58415842,0.0056,-0.03295328,0.8,1
23/03/2018,0.26923077,0.73076923,0.16111111,0.83888889,-0.0411916,1,0.18032787,0.81967213,0.0138,-0.8,0.238248536,1
26/03/2018,0.25,0.75,0.42857143,0.57142857,-1,0.29781067,0.36781609,0.63218391,0.0095,-0.16726264,0.8,-1
27/03/2018,0.48387097,0.51612903,0.14473684,0.85526316,-0.2090783,1,0.2240566,0.7759434,-0.002,-0.08533776,0.8,-1
28/03/2018,0.19565217,0.80434783,0.125,0.875,-0.1066722,1,0.17687075,0.82312925,-0.0062,-0.0362928,0.8,-1
