Date,-1,1,-1,1,-1,1,-1,1,avgPrice_chang,stock_price_movement
2/01/2018,0.307692308,0.692307692,0.333333333,0.666666667,-0.184101081,1,0.302816901,0.697183099,0.0044,-1
3/01/2018,0.205882353,0.794117647,0.162790698,0.837209302,-0.039856055,1,0.25136612,0.74863388,-0.0081,-1
4/01/2018,0.125,0.875,0.086956522,0.913043478,-0.21417694,1,0.165714286,0.834285714,-0.0032,-1
5/01/2018,0.117647059,0.882352941,0.391752577,0.608247423,-0.223319413,1,0.394871795,0.605128205,-0.0025,1
8/01/2018,0,1,0.211267606,0.788732394,-0.045328064,1,0.255172414,0.744827586,-0.0014,-1
9/01/2018,0.625,0.375,0.566037736,0.433962264,-0.614386662,1,0.41025641,0.58974359,-0.0083,1
10/01/2018,0.222222222,0.777777778,0.237288136,0.762711864,-0.311371563,1,0.258278146,0.741721854,0.0165,1
11/01/2018,0.346153846,0.653846154,0.5,0.5,-1,0.311154078,0.426315789,0.573684211,0.0029,1
12/01/2018,0.484848485,0.515151515,0.346938776,0.653061224,-0.291069627,1,0.344497608,0.655502392,0.0069,1
16/01/2018,0.21875,0.78125,0.37254902,0.62745098,-0.206352709,1,0.320855615,0.679144385,0.0058,-1
17/01/2018,0.230769231,0.769230769,0.176923077,0.823076923,-0.434527784,1,0.201492537,0.798507463,-0.0041,-1
18/01/2018,0.506976744,0.493023256,0.593814433,0.406185567,-1,0.434153909,0.526734926,0.473265074,-0.003,-1
19/01/2018,0.242424242,0.757575758,0.285714286,0.714285714,-0.146935216,1,0.279461279,0.720538721,0.0054,-1
22/01/2018,0.391304348,0.608695652,0.515873016,0.484126984,-1,0.351825641,0.47146402,0.52853598,-0.0031,-1
23/01/2018,0.405405405,0.594594595,0.41221374,0.58778626,-0.406823607,1,0.423487544,0.576512456,-0.0134,-1
24/01/2018,0.351351351,0.648648649,0.2578125,0.7421875,-0.027129915,1,0.311355311,0.688644689,-0.0169,-1
25/01/2018,0.173913043,0.826086957,0.346534653,0.653465347,-0.263642759,1,0.250883392,0.749116608,0.0093,-1
26/01/2018,0.3,0.7,0.195402299,0.804597701,-0.022287549,1,0.226130653,0.773869347,-0.0052,-1
29/01/2018,0.476190476,0.523809524,0.6875,0.3125,-1,0.178192206,0.459770115,0.540229885,-0.0049,1
30/01/2018,0.269230769,0.730769231,0.428571429,0.571428571,-0.28754853,1,0.326848249,0.673151751,0.0051,1
31/01/2018,0.32,0.68,0.433333333,0.566666667,-1,0.825349272,0.307189542,0.692810458,0.0054,1
1/02/2018,0.209302326,0.790697674,0.12,0.88,-0.024840846,1,0.176245211,0.823754789,0.007,1
2/02/2018,0.084337349,0.915662651,0.058020478,0.941979522,-0.236294774,1,0.219178082,0.780821918,0.0147,-1
5/02/2018,0.34375,0.65625,0.423076923,0.576923077,-1,0.080705261,0.359477124,0.640522876,-0.0005,1
6/02/2018,0.296296296,0.703703704,0.375,0.625,-0.822393551,1,0.323770492,0.676229508,-0.0022,-1
7/02/2018,0.36,0.64,0.47826087,0.52173913,-0.981765085,1,0.351778656,0.648221344,-0.006,-1
8/02/2018,0.333333333,0.666666667,0.45,0.55,-1,0.185478536,0.344086022,0.655913978,-0.0064,-1
9/02/2018,0.258064516,0.741935484,0.181818182,0.818181818,-0.101880418,1,0.245,0.755,-0.0099,1
12/02/2018,0.52,0.48,0.5,0.5,-0.572843388,1,0.422459893,0.577540107,-0.0094,1
13/02/2018,0.311111111,0.688888889,0.27173913,0.72826087,-0.652819604,1,0.255451713,0.744548287,0.0144,1
14/02/2018,0.326086957,0.673913043,0.369230769,0.630769231,-0.656501401,1,0.377934272,0.622065728,0.0213,-1
15/02/2018,0.315789474,0.684210526,0.495049505,0.504950495,-1,0.292408213,0.477192982,0.522807018,-0.009,1
16/02/2018,0.35483871,0.64516129,0.431372549,0.568627451,-0.468125045,1,0.418118467,0.581881533,0.0095,1
20/02/2018,0.421052632,0.578947368,0.333333333,0.666666667,-0.707457751,1,0.366666667,0.633333333,0.003,-1
21/02/2018,0.294117647,0.705882353,0.340425532,0.659574468,-0.277487846,1,0.242424242,0.757575758,-0.0077,-1
22/02/2018,0.117647059,0.882352941,0.007457122,0.992542878,-0.060133023,1,0.034199726,0.965800274,0.0021,1
23/02/2018,0.285714286,0.714285714,0.148648649,0.851351351,-0.134271323,1,0.207792208,0.792207792,0.0057,-1
26/02/2018,0.1875,0.8125,0.1875,0.8125,-0.193069476,1,0.2,0.8,-0.005,-1
27/02/2018,0.25,0.75,0.055555556,0.944444444,-0.215964581,1,0.162337662,0.837662338,-0.0079,-1
28/02/2018,0.253913043,0.746086957,0.265273312,0.734726688,-0.277948516,1,0.273046252,0.726953748,-0.0321,-1
1/03/2018,0.333333333,0.666666667,0.302857143,0.697142857,-0.252531695,1,0.312762973,0.687237027,-0.0011,1
2/03/2018,0.117647059,0.882352941,0.25,0.75,-0.150166263,1,0.266055046,0.733944954,0.0014,1
5/03/2018,0.25,0.75,0.30263158,0.69736842,-0.0649214,1,0.29370629,0.70629371,0.0059,-1
6/03/2018,0.6,0.4,0.34615385,0.65384615,-0.1381421,1,0.24719101,0.75280899,-0.0103,1
7/03/2018,0.14285714,0.85714286,0.05882353,0.94117647,-0.0182799,1,0.18115942,0.81884058,0.0041,1
8/03/2018,0.27272727,0.72727273,0.26,0.74,-0.1015382,1,0.21311475,0.78688525,0.0014,-1
9/03/2018,0.22580645,0.77419355,0.12820513,0.87179487,-0.0716704,1,0.20253165,0.79746835,0.0011,-1
12/03/2018,0.15,0.85,0.15,0.85,-0.2338512,1,0.17006803,0.82993197,-0.0053,1
13/03/2018,0.28571429,0.71428571,0.15853659,0.84146342,-0.3686045,1,0.20858896,0.79141104,0.0157,1
14/03/2018,0.38461539,0.61538462,0.37313433,0.62686567,-0.3538606,1,0.30821918,0.69178082,0.0081,1
15/03/2018,0.31818182,0.68181818,0.16574586,0.83425414,-0.0335598,1,0.19860627,0.80139373,0.0066,-1
16/03/2018,0.20512821,0.7948718,0.20634921,0.79365079,-0.3521261,1,0.26666667,0.73333333,-0.0032,-1
19/03/2018,0.34285714,0.65714286,0.30714286,0.69285714,-1,0.6254292,0.35069444,0.64930556,-0.0066,1
20/03/2018,0.51330799,0.48669202,0.37204301,0.62795699,-0.2428474,1,0.40689655,0.59310345,0.0015,-1
21/03/2018,0.11111111,0.88888889,0.13924051,0.86075949,-0.1318987,1,0.23414634,0.76585366,-0.0029,-1
22/03/2018,0.48484849,0.51515152,0.59405941,0.40594059,-1,0.40805435,0.56812339,0.43187661,-0.0095,-1
23/03/2018,0.25806452,0.74193548,0.29357798,0.70642202,-0.0588076,1,0.31707317,0.68292683,-0.0202,-1
26/03/2018,0.33333333,0.66666667,0.28070175,0.71929825,-0.3359475,1,0.34042553,0.65957447,-0.0026,-1
27/03/2018,0.4,0.6,0.45390071,0.54609929,-1,0.20037387,0.40178571,0.59821429,0.0042,-1
28/03/2018,0.11538462,0.88461539,0.16666667,0.83333333,-0.1326206,1,0.1827957,0.8172043,-0.0008,-1
