Date,-1,1,-1,1,-1,1,-1,1,avgPrice_chang,lag1,,lag2,,lag3,,stock_price_movement
2/01/2018,0.338709677,0.661290323,0.304511278,0.695488722,-0.420620143,1,0.358273381,0.641726619,-0.0146,-0.786222394,0.8,-0.152194494,0.48,-0.134375472,0.144,-1
3/01/2018,0.327868852,0.672131148,0.050209205,0.949790795,-0.982777992,1,0.101557992,0.898442008,-0.0042,-0.25365749,0.8,-0.447918239,0.48,-0.030301607,0.144,1
4/01/2018,0.202797203,0.797202797,0.151234568,0.848765432,-0.317071862,1,0.22406639,0.77593361,0.0045,-0.746530398,0.8,-0.101005358,0.48,-0.053816594,0.144,1
5/01/2018,0.1875,0.8125,0.292332268,0.707667732,-0.933162998,1,0.258302583,0.741697417,0.0076,-0.168342263,0.8,-0.179388648,0.48,-0.052796214,0.144,-1
8/01/2018,0.253521127,0.746478873,0.383928571,0.616071429,-0.210427829,1,0.343862816,0.656137184,-0.0203,-0.29898108,0.8,-0.17598738,0.48,-0.087111643,0.144,1
9/01/2018,0.21182266,0.78817734,0.271232877,0.728767123,-0.37372635,1,0.26875,0.73125,0.0021,-0.293312301,0.8,-0.290372144,0.48,-0.016021281,0.144,-1
10/01/2018,0.273846154,0.726153846,0.268267223,0.731732777,-0.366640376,1,0.285557987,0.714442013,-0.0045,-0.483953573,0.8,-0.05340427,0.48,-0.026827456,0.144,1
11/01/2018,0.2125,0.7875,0.385356455,0.614643545,-0.604941966,1,0.289046653,0.710953347,0.0143,-0.089007116,0.8,-0.089424855,0.48,-0.064151985,0.144,-1
12/01/2018,0.246031746,0.753968254,0.265822785,0.734177215,-0.111258895,1,0.268115942,0.731884058,-0.0007,-0.149041425,0.8,-0.213839952,0.48,-0.060527754,0.144,1
16/01/2018,0.22962963,0.77037037,0.153225806,0.846774194,-0.186301781,1,0.191263282,0.808736718,0.0073,-0.356399919,0.8,-0.20175918,0.48,-0.025564961,0.144,1
17/01/2018,0.280898876,0.719101124,0.221606648,0.778393352,-0.445499899,1,0.237623762,0.762376238,0.0145,-0.3362653,0.8,-0.085216536,0.48,-0.034641818,0.144,1
18/01/2018,0.330708661,0.669291339,0.266129032,0.733870968,-0.420331625,1,0.301282051,0.698717949,0.0068,-0.14202756,0.8,-0.115472725,0.48,-0.044494647,0.144,-1
19/01/2018,0.236363636,0.763636364,0.375,0.625,-0.17753445,1,0.346863469,0.653136531,-0.0046,-0.192454542,0.8,-0.148315489,0.48,-0.013898428,0.144,-1
22/01/2018,0.352564103,0.647435897,0.383386581,0.616613419,-0.240568178,1,0.372427984,0.627572016,-0.005,-0.247192482,0.8,-0.046328092,0.48,-0.144,0.086302751,-1
