22/02/2018,0.155172414,0.517241379,0.327586207,0.054216867,0.506024096,0.439759036,-0.010051265,1,0.109042553,0.561170213,0.329787234,-0.0022,-1
23/02/2018,0.184210526,0.473684211,0.342105263,0.143835616,0.547945205,0.308219178,-0.076103698,1,0.124242424,0.563636364,0.312121212,0.0014,1
26/02/2018,0.138461538,0.492307692,0.369230769,0.098870056,0.717514124,0.183615819,-0.145802448,1,0.105973025,0.66088632,0.233140655,-0.007,-1
27/02/2018,0.229020979,0.422202797,0.348776224,0.185721766,0.441438296,0.372839937,-0.93989,1,0.215003553,0.43457517,0.350421277,0.019,-1
28/02/2018,0.227994228,0.41991342,0.352092352,0.175265276,0.374679839,0.450054885,-0.875888291,1,0.203711093,0.401835595,0.394453312,-0.0285,-1
1/03/2018,0.231858407,0.369911504,0.398230088,0.241200231,0.480669359,0.27813041,-1,0.586513547,0.236009045,0.462973431,0.301017524,-0.0035,-1
2/03/2018,0.227629513,0.386185243,0.386185243,0.254711901,0.413031772,0.332256327,-0.663486399,1,0.233763189,0.429073857,0.337162954,0.0104,-1
5/03/2018,0.193251534,0.478527607,0.328220859,0.587052477,0.250613046,0.162334478,-0.330729297,1,0.457811999,0.32274623,0.219441771,-0.0106,-1
6/03/2018,0.222826087,0.440217391,0.336956522,0.23118767,0.507706256,0.261106074,-0.8441541,1,0.239815527,0.457340507,0.302843966,-0.0081,-1
7/03/2018,0.215613383,0.434944238,0.349442379,0.176561295,0.625289129,0.198149576,-0.564082521,1,0.174333204,0.557788945,0.267877851,-0.0023,-1
8/03/2018,0.092165899,0.470046083,0.437788018,0.152061856,0.516752577,0.331185567,-0.205683405,1,0.144014963,0.487531172,0.368453865,0.0043,-1
9/03/2018,0.24691358,0.413580247,0.339506173,0.217832957,0.458239278,0.323927765,-0.302487957,1,0.201296226,0.509721693,0.288982082,-0.0129,1
12/03/2018,0.174657534,0.48630137,0.339041096,0.137835975,0.371467953,0.490696072,-0.187538488,1,0.156374502,0.465471448,0.37815405,-0.009,-1
13/03/2018,0.161434978,0.524663677,0.313901345,0.193142857,0.512,0.294857143,-1,0.392657241,0.191799544,0.525284738,0.282915718,0.0046,1
14/03/2018,0.218253968,0.448412698,0.333333333,0.201603666,0.508591065,0.289805269,-0.9230208,1,0.212055507,0.511274935,0.276669558,-0.009,1
15/03/2018,0.189102564,0.5,0.310897436,0.188881447,0.588747488,0.222371065,-1,0.623385633,0.198705502,0.55566343,0.245631068,0.0008,1
16/03/2018,0.126696833,0.511312217,0.36199095,0.069792803,0.769356598,0.1608506,-0.230049989,1,0.094556765,0.65474339,0.250699844,0.007,1
19/03/2018,0.135888502,0.50174216,0.362369338,0.132773109,0.567226891,0.3,-0.281442568,1,0.13229228,0.520624632,0.347083088,0.0096,1
20/03/2018,0.128089888,0.469662921,0.402247191,0.087790111,0.513622603,0.398587286,-0.582812828,1,0.115961801,0.512505684,0.371532515,0.0073,1
21/03/2018,0.15,0.445454545,0.404545455,0.136010363,0.498704663,0.365284974,-0.35875798,1,0.164204545,0.496022727,0.339772727,0.0026,1
22/03/2018,0.165,0.46,0.375,0.103542234,0.510899183,0.385558583,-0.416362103,1,0.159017453,0.482223659,0.358758888,-0.0057,1
23/03/2018,0.221088435,0.455782313,0.323129252,0.223655914,0.496774194,0.279569892,-1,0.878780072,0.2147284,0.511119213,0.274152388,0.0012,1
26/03/2018,0.138461538,0.492307692,0.369230769,0.098870056,0.717514124,0.183615819,-0.145802448,1,0.105973025,0.66088632,0.233140655,-0.007,-1
27/03/2018,0.229020979,0.422202797,0.348776224,0.185721766,0.441438296,0.372839937,-0.93989,1,0.215003553,0.43457517,0.350421277,0.019,-1
28/03/2018,0.227994228,0.41991342,0.352092352,0.175265276,0.374679839,0.450054885,-0.875888291,1,0.203711093,0.401835595,0.394453312,-0.0285,-1
